loan_amount,payments_term,monthly_payment,grade,working_years,home,annual_income,verification,purpose,debt_to_income,delinquency,inquiries,open_credit_lines,derogatory_records,revolving_balance,revolving_rate,total_accounts,bankruptcies,fico_average,loan_risk
1500,36 months,49.37,2,2,Rent,57160,Not Verified,debt_consolidation,21.86,0,1,8,0,15853,77.3,16,0,682,Fully Paid
5000,36 months,166.5,2,8,Rent,40000,Not Verified,wedding,5.64,0,0,11,0,4388,43.9,17,0,697,Fully Paid
5325,36 months,176.13,2,10,Mortgage,82000,Source Verified,home_improvement,3.26,1,0,9,0,3951,34.3,19,0,682,Fully Paid
25600,60 months,599.26,3,4,Rent,86000,Verified,debt_consolidation,26.51,0,1,16,0,33021,70.8,32,0,737,Fully Paid
1500,36 months,50.54,3,0,Rent,14400,Source Verified,vacation,11.75,0,0,2,0,4141,96.3,4,0,712,Charged Off
1200,36 months,36.93,1,3,Rent,30000,Not Verified,other,3.04,0,1,12,0,2121,4.4,20,0,772,Fully Paid
3000,36 months,101.42,3,4,Rent,18000,Source Verified,wedding,1,0,0,3,0,441,17.6,5,0,727,Fully Paid
10000,36 months,322.63,2,10,Mortgage,85000,Not Verified,wedding,12.59,0,1,9,0,15884,47.4,21,0,732,Fully Paid
15000,60 months,323.08,2,10,Mortgage,100000,Verified,credit_card,5.51,0,0,7,0,13054,68.3,31,0,757,Fully Paid
7000,36 months,240.17,3,2,Rent,42000,Not Verified,small_business,11.09,0,1,12,0,1086,9.3,19,0,692,Fully Paid
13000,36 months,403.13,1,3,Mortgage,141996,Verified,other,11.82,0,1,13,0,0,0,27,0,797,Fully Paid
20000,36 months,656.11,2,10,Mortgage,120000,Source Verified,home_improvement,2.82,1,1,9,0,13417,31.3,18,0,727,Fully Paid
16000,36 months,531.36,2,5,Mortgage,110000,Verified,debt_consolidation,11.32,0,0,9,0,24784,84.3,25,0,697,Fully Paid
7800,36 months,261.04,2,6,Rent,38000,Not Verified,debt_consolidation,16.42,0,0,6,0,25608,65.9,9,0,717,Fully Paid
13600,36 months,425.43,1,10,Mortgage,52000,Source Verified,credit_card,7.54,0,0,6,0,24530,40,22,0,747,Fully Paid
3500,36 months,119.37,3,2,Own,111460,Not Verified,wedding,3.9,0,4,8,0,804,27.7,12,0,687,Charged Off
7500,60 months,149.01,1,10,Own,65000,Source Verified,credit_card,13.24,0,1,9,0,19092,21.3,34,0,752,Fully Paid
4800,36 months,158.77,2,10,Mortgage,130900,Verified,medical,8.73,1,2,10,0,22266,81.9,26,0,697,Fully Paid
2400,36 months,80.94,3,1,Rent,18000,Not Verified,major_purchase,9.13,0,2,4,0,735,45.9,4,0,687,Charged Off
30000,60 months,799,6,5,Mortgage,150000,Source Verified,debt_consolidation,10.46,0,3,10,0,43491,90.6,39,0,697,Fully Paid
8400,36 months,262.84,1,1,Rent,45000,Not Verified,debt_consolidation,16.29,0,1,7,0,4295,65.7,26,0,732,Fully Paid
8000,36 months,256.76,2,6,Rent,60000,Verified,credit_card,14.38,0,0,7,0,9708,59.9,20,0,707,Fully Paid
9000,36 months,282.03,1,4,Mortgage,81804,Not Verified,car,8.98,0,0,12,0,38216,50.4,30,0,777,Fully Paid
8000,36 months,269.48,3,10,Rent,60228,Not Verified,debt_consolidation,18.73,0,0,10,0,11447,80.6,23,0,672,Fully Paid
4000,36 months,146.69,5,6,Rent,19200,Verified,other,10.56,0,0,2,0,299,99.7,3,0,687,Fully Paid
5000,60 months,123.65,4,2,Rent,50004,Not Verified,other,13.97,3,0,14,0,4345,59.5,22,0,677,Charged Off
19425,60 months,446.87,3,4,Mortgage,60000,Verified,debt_consolidation,20.3,0,2,17,0,22137,40.1,31,0,727,Fully Paid
8350,36 months,274.72,3,8,Own,60000,Not Verified,credit_card,14.56,0,0,10,1,15629,66.2,22,1,687,Fully Paid
35000,60 months,796.18,3,10,Rent,45000,Verified,small_business,11.84,0,0,4,0,0,0,8,0,797,Fully Paid
18000,36 months,590.24,2,3,Mortgage,95000,Source Verified,debt_consolidation,16.02,0,0,9,1,15084,56.7,34,1,702,Fully Paid
25000,36 months,879.8,4,7,Mortgage,182004,Verified,home_improvement,14.03,0,0,11,0,2036,7.5,33,0,682,Fully Paid
6000,36 months,180.96,1,10,Rent,55000,Not Verified,debt_consolidation,16.36,0,0,5,0,4516,18.6,15,0,777,Fully Paid
2500,36 months,77.53,1,1,Mortgage,42000,Source Verified,debt_consolidation,20.94,0,1,11,0,14323,52.3,32,0,722,Fully Paid
15000,60 months,322.39,6,3,Rent,60000,Source Verified,debt_consolidation,19.28,0,3,6,0,12488,86.1,13,0,662,Charged Off
4600,36 months,152.48,2,2,Rent,48000,Not Verified,debt_consolidation,18.85,0,0,13,0,11242,74.9,32,0,692,Fully Paid
15000,36 months,508.96,3,10,Mortgage,72000,Not Verified,debt_consolidation,17.87,1,0,16,0,21413,80.8,28,0,682,Fully Paid
21000,60 months,549.62,5,4,Mortgage,300000,Verified,other,5.53,0,0,7,0,22973,70.8,11,0,687,Fully Paid
10000,36 months,349.87,4,7,Mortgage,82500,Not Verified,debt_consolidation,22.23,0,1,16,0,35876,80.8,35,0,662,Fully Paid
7000,36 months,216.11,1,10,Mortgage,57800,Not Verified,home_improvement,24,0,0,16,0,26562,34.9,41,0,732,Fully Paid
14000,36 months,482.51,4,9,Rent,73000,Not Verified,debt_consolidation,12.13,0,0,7,1,5879,70.8,32,1,697,Fully Paid
10000,60 months,259.63,6,4,Rent,35000,Verified,debt_consolidation,19.17,0,0,9,0,6205,91.5,13,0,662,Charged Off
7300,36 months,228.36,1,7,Rent,37086,Verified,credit_card,11.78,0,0,5,0,13459,57,17,0,737,Fully Paid
10000,60 months,219.88,2,2,Rent,60000,Verified,debt_consolidation,25.34,0,0,6,0,3616,37.3,7,0,722,Fully Paid
7800,36 months,235.25,1,8,Mortgage,110000,Not Verified,car,5.24,0,0,6,0,13551,31.5,27,0,792,Fully Paid
3000,36 months,100.9,3,4,Rent,75000,Not Verified,debt_consolidation,14.35,1,1,8,0,5629,77.1,20,0,687,Fully Paid
6000,36 months,198.81,2,3,Mortgage,45000,Not Verified,debt_consolidation,23.15,0,0,11,0,13029,58.7,15,0,702,Fully Paid
4000,36 months,134.03,4,1,Rent,30900,Not Verified,debt_consolidation,22.83,0,2,9,1,2876,61.2,14,1,677,Fully Paid
3100,36 months,95.39,1,3,Mortgage,41800,Not Verified,major_purchase,12.06,0,2,11,0,7897,17.2,30,0,762,Fully Paid
10000,36 months,364.75,5,8,Rent,94000,Verified,debt_consolidation,21.37,0,3,24,0,18776,75.7,45,0,662,Fully Paid
16000,60 months,348.76,2,1,Mortgage,45000,Source Verified,debt_consolidation,20.19,0,0,7,0,20876,42.4,47,0,762,Charged Off
5000,36 months,173.85,4,10,Mortgage,80000,Not Verified,credit_card,17.46,0,0,10,0,10025,42.5,63,0,662,Fully Paid
4000,36 months,120.64,1,6,Own,50000,Not Verified,major_purchase,12.6,0,0,10,0,15788,18.2,35,0,777,Fully Paid
3500,36 months,115.97,2,7,Own,57000,Verified,home_improvement,24.11,1,1,8,0,2979,14.2,14,0,707,Fully Paid
12000,36 months,372.12,1,10,Mortgage,125000,Verified,debt_consolidation,19.84,0,0,16,0,9185,19.4,36,0,722,Charged Off
14500,36 months,481.54,2,5,Mortgage,32500,Source Verified,debt_consolidation,19.61,0,2,12,0,10022,59.3,36,0,712,Fully Paid
8750,36 months,280.83,2,5,Rent,65000,Not Verified,debt_consolidation,11.32,0,0,13,0,8686,44.5,23,0,712,Fully Paid
1800,36 months,56.41,1,10,Rent,156326,Not Verified,major_purchase,0.18,0,2,4,0,2044,7.5,9,0,797,Fully Paid
7200,36 months,219.14,1,10,Own,10080,Source Verified,other,7.26,0,0,6,0,3115,12.6,11,0,767,Fully Paid
22750,60 months,496.01,2,10,Rent,43000,Verified,debt_consolidation,22.69,0,1,6,0,3810,14.8,19,0,777,Fully Paid
14500,60 months,230.06,2,10,Mortgage,78000,Not Verified,debt_consolidation,24.08,0,0,16,0,38324,51.4,36,0,722,Fully Paid
2000,36 months,68.7,3,4,Own,40000,Source Verified,debt_consolidation,8.49,0,1,8,0,2263,43.5,10,0,667,Fully Paid
15000,60 months,326.96,2,7,Rent,69996,Source Verified,debt_consolidation,12.81,0,0,14,0,17000,62.3,18,0,767,Fully Paid
5000,36 months,168.45,3,2,Own,38000,Not Verified,debt_consolidation,24.51,0,0,20,0,17235,95.2,26,0,687,Charged Off
15400,60 months,386.8,4,10,Mortgage,75000,Source Verified,debt_consolidation,10.77,0,1,8,0,14315,91.2,15,0,692,Charged Off
3000,60 months,69.2,3,3,Mortgage,46000,Verified,home_improvement,6.65,1,3,3,0,42,8.4,4,0,722,Fully Paid
30000,60 months,799,6,10,Mortgage,78000,Source Verified,debt_consolidation,16.32,0,1,10,0,15025,71.9,34,0,682,Charged Off
15000,36 months,521.97,3,3,Rent,70000,Source Verified,debt_consolidation,8.25,0,2,8,0,22077,91.8,16,0,697,Charged Off
16000,60 months,250.77,4,10,Mortgage,95088,Source Verified,debt_consolidation,10.63,0,1,9,1,10386,62.2,25,1,702,Fully Paid
16000,60 months,418.76,5,1,Mortgage,60000,Verified,debt_consolidation,6.2,0,2,3,1,6150,53.4,20,1,692,Fully Paid
9600,60 months,207.54,2,5,Rent,52000,Source Verified,debt_consolidation,10.06,0,3,11,0,7312,23,24,0,737,Charged Off
7000,36 months,215.86,1,4,Mortgage,85000,Source Verified,credit_card,8.98,0,0,6,0,9507,80,11,0,712,Fully Paid
12000,36 months,391.45,2,8,Mortgage,67992,Not Verified,other,8.86,3,2,9,0,1112,8.6,34,0,712,Fully Paid
3500,60 months,75.01,2,4,Rent,40320,Not Verified,credit_card,28.84,0,0,7,0,13214,85.3,30,0,727,Fully Paid
2000,36 months,67.73,3,4,Rent,57450,Verified,car,16.38,0,2,13,0,19438,63.9,31,0,667,Fully Paid
3250,36 months,98.02,1,0,Rent,30000,Source Verified,credit_card,1.6,0,0,5,0,746,8.4,7,0,772,Fully Paid
4000,36 months,139.06,4,6,Rent,36000,Source Verified,small_business,0.67,0,1,3,0,103,25.7,11,0,662,Fully Paid
8000,36 months,270.44,3,4,Rent,22100,Not Verified,other,17.65,0,1,9,0,7983,44.6,20,0,687,Fully Paid
20000,36 months,710.77,4,5,Rent,53000,Verified,debt_consolidation,11.64,0,0,6,0,16768,97.5,13,0,692,Charged Off
1600,36 months,52.08,2,8,Mortgage,36000,Verified,home_improvement,24.03,0,0,7,0,15649,83.7,23,0,687,Fully Paid
10950,36 months,342.53,1,10,Mortgage,65000,Verified,debt_consolidation,17.72,0,1,19,0,15746,17.4,40,0,742,Fully Paid
5000,36 months,168.28,4,4,Rent,42100,Not Verified,debt_consolidation,21.04,0,3,9,0,13073,55.9,16,0,677,Charged Off
1800,36 months,56,1,10,Mortgage,58000,Not Verified,car,26.92,0,0,10,0,10141,48.1,28,0,732,Fully Paid
7500,60 months,160.76,2,5,Mortgage,28000,Source Verified,home_improvement,2.91,0,3,6,0,937,29.3,23,0,747,Fully Paid
5000,60 months,121.57,4,10,Rent,65004,Source Verified,other,3.43,2,1,15,1,2274,25.8,33,0,682,Charged Off
17325,60 months,453.44,5,2,Rent,37000,Verified,debt_consolidation,22.77,0,0,9,1,22724,96.7,15,1,692,Charged Off
5000,36 months,184.49,6,0,Mortgage,120000,Not Verified,small_business,9.35,0,1,25,0,2379,40.3,36,0,707,Fully Paid
5000,36 months,173.9,3,2,Rent,50000,Source Verified,small_business,3.72,0,1,8,0,4379,46.1,11,0,672,Charged Off
12000,36 months,365.01,1,5,Mortgage,75000,Source Verified,home_improvement,12.98,0,0,6,0,649,3,20,0,782,Fully Paid
30000,60 months,702.26,3,1,Mortgage,93000,Verified,debt_consolidation,18.65,0,1,10,0,43209,41.3,32,0,737,Fully Paid
17000,36 months,557.53,2,5,Mortgage,63834.24,Verified,debt_consolidation,9.44,0,1,15,0,23939,45.5,30,0,712,Fully Paid
7000,36 months,218.26,1,10,Own,60000,Not Verified,debt_consolidation,11.2,0,0,8,0,9577,46.4,22,0,712,Fully Paid
8000,36 months,268.36,2,4,Rent,38000,Source Verified,credit_card,13.45,0,1,8,0,16978,78.6,19,0,697,Fully Paid
12000,36 months,407.17,3,10,Mortgage,200000,Verified,debt_consolidation,4.04,0,0,9,0,20750,77.4,17,0,672,Fully Paid
6000,36 months,119.71,4,3,Rent,38500,Not Verified,debt_consolidation,10.91,0,1,6,0,3513,92.4,25,0,657,Charged Off
8000,36 months,243.49,1,10,Mortgage,57200,Not Verified,debt_consolidation,4.72,0,0,18,0,7764,6.8,47,0,792,Fully Paid
6450,36 months,218.05,3,5,Mortgage,130000,Verified,debt_consolidation,18.12,1,3,10,0,102244,77.2,29,0,692,Fully Paid
4000,60 months,94.03,4,6,Rent,117000,Not Verified,other,17.57,0,2,4,0,500,33.3,8,0,697,Fully Paid
8000,36 months,275.96,3,10,Rent,72000,Source Verified,debt_consolidation,22.28,0,1,10,0,32955,85.8,31,0,682,Charged Off
12000,36 months,405.25,3,8,Mortgage,81000,Not Verified,debt_consolidation,20.5,0,0,7,0,57822,78.5,17,0,702,Charged Off
15000,36 months,501.23,2,2,Mortgage,90000,Not Verified,debt_consolidation,9.69,2,3,13,0,6284,23.7,42,0,722,Fully Paid
18000,36 months,552.01,1,4,Rent,45996,Source Verified,debt_consolidation,24.84,0,1,9,0,14654,65.4,30,0,747,Fully Paid
9000,36 months,281.53,1,2,Rent,60000,Not Verified,debt_consolidation,19.54,0,3,11,0,11293,34.7,33,0,727,Fully Paid
11000,36 months,360.7,2,3,Rent,39000,Verified,debt_consolidation,24.49,0,2,10,0,11149,64.8,20,0,702,Fully Paid
3000,36 months,93.88,1,10,Mortgage,87000,Not Verified,other,18.03,0,0,12,0,42383,53.1,25,0,722,Charged Off
4800,60 months,106.75,2,10,Mortgage,80004,Not Verified,other,9.24,0,3,10,0,31296,36.7,24,0,722,Fully Paid
12500,36 months,278.97,2,9,Rent,101877,Source Verified,debt_consolidation,15.45,0,0,13,0,13346,82.9,22,0,687,Fully Paid
12000,60 months,272.98,3,5,Rent,81500,Not Verified,debt_consolidation,16.83,0,0,11,0,26496,61.6,14,0,702,Fully Paid
2000,36 months,61.34,1,2,Rent,26400,Source Verified,credit_card,20.41,0,0,10,0,4087,36.5,27,0,732,Fully Paid
10200,36 months,311.1,1,2,Mortgage,92496,Not Verified,debt_consolidation,22.24,0,0,15,0,22882,27.3,61,0,742,Fully Paid
7000,36 months,166.75,3,0,Rent,44556,Not Verified,debt_consolidation,8,0,4,13,0,9387,50.2,48,0,687,Charged Off
4700,36 months,150.85,1,0,Rent,86000,Verified,debt_consolidation,18.54,0,1,8,0,23096,55.3,17,0,732,Fully Paid
23975,36 months,802.36,2,10,Rent,49896,Verified,major_purchase,12.46,0,2,5,0,0,0,14,0,757,Charged Off
31000,60 months,689.43,2,2,Mortgage,119238,Verified,debt_consolidation,8.36,0,0,10,0,29913,41.7,21,0,752,Fully Paid
6000,36 months,205.01,3,2,Mortgage,60000,Not Verified,other,23.26,0,3,22,0,3952,42,59,0,682,Charged Off
8000,36 months,263.78,2,3,Rent,40000,Source Verified,debt_consolidation,19.68,0,0,10,0,6451,96.3,18,0,712,Fully Paid
6000,60 months,142.46,4,3,Rent,140000,Not Verified,credit_card,4.23,0,0,5,0,6793,78.1,14,0,687,Charged Off
2000,36 months,67.87,3,10,Rent,89100,Not Verified,major_purchase,13.17,0,2,17,0,19171,85.6,24,0,677,Fully Paid
5000,36 months,158.06,1,9,Mortgage,75000,Not Verified,debt_consolidation,12.59,0,1,11,0,8119,23.9,30,0,747,Charged Off
20000,36 months,625.63,1,2,Mortgage,125000,Verified,home_improvement,3.45,0,1,10,0,11762,42.9,34,0,782,Fully Paid
7000,36 months,229,2,0,Rent,37000,Verified,car,9.76,0,0,7,0,9724,50.4,12,0,717,Fully Paid
5000,36 months,166.63,3,2,Rent,40000,Not Verified,small_business,17.64,0,1,11,0,13015,47.2,20,0,677,Charged Off
6000,36 months,194.68,2,3,Rent,55000,Not Verified,debt_consolidation,24.24,0,1,16,0,17227,45.3,31,0,722,Fully Paid
3300,36 months,104.16,1,2,Rent,28956,Source Verified,debt_consolidation,24.08,1,2,11,0,3349,21.2,20,0,717,Fully Paid
11050,36 months,370.68,2,2,Rent,120000,Not Verified,debt_consolidation,8.88,1,0,8,0,17242,80.2,24,0,677,Fully Paid
30000,60 months,558.59,4,10,Mortgage,80000,Source Verified,debt_consolidation,2.64,0,0,3,0,5835,77.8,10,0,742,Fully Paid
5000,36 months,169.95,3,10,Mortgage,90000,Not Verified,wedding,11.2,0,1,6,0,2464,91.3,23,0,687,Fully Paid
12000,60 months,287.25,4,10,Mortgage,108000,Not Verified,home_improvement,13.52,0,1,4,0,36674,85.6,30,0,702,Charged Off
10000,60 months,189.22,3,10,Mortgage,163008,Source Verified,major_purchase,4.69,1,0,8,0,10561,40.2,26,0,692,Fully Paid
6000,36 months,201.8,3,3,Rent,58000,Not Verified,credit_card,18.12,0,1,6,0,6184,85.9,11,0,687,Fully Paid
25000,36 months,870.71,4,2,Rent,160000,Verified,debt_consolidation,20.39,0,6,24,0,7820,14.4,49,0,722,Charged Off
7000,36 months,217.78,1,10,Rent,68000,Not Verified,small_business,4.45,0,0,6,0,19503,72.8,8,0,737,Fully Paid
8000,36 months,256.72,2,3,Rent,40000,Source Verified,debt_consolidation,24.57,0,0,13,0,8488,48.2,15,0,702,Fully Paid
7800,36 months,268.19,4,7,Mortgage,36996,Not Verified,home_improvement,8.82,0,1,9,0,9288,56.3,11,0,667,Fully Paid
6000,36 months,159.73,1,10,Mortgage,80004,Not Verified,home_improvement,1.84,0,1,9,0,2733,15.4,17,0,727,Fully Paid
10000,60 months,258.26,5,2,Mortgage,96000,Verified,home_improvement,19.06,0,1,22,0,16755,28.9,49,0,722,Fully Paid
7500,36 months,262.57,5,0,Rent,52596,Not Verified,debt_consolidation,21.38,0,1,11,0,20032,72.1,43,0,652,Charged Off
500,36 months,15.75,1,1,Other,100000,Not Verified,medical,14.02,0,1,4,0,56,5.6,6,0,747,Charged Off
2400,36 months,79.92,2,3,Rent,45000,Not Verified,other,20.67,1,1,9,0,563,4.5,22,0,697,Fully Paid
5000,36 months,153.52,1,7,Mortgage,64000,Not Verified,debt_consolidation,1.54,1,0,12,0,4690,11.9,20,0,737,Fully Paid
12000,36 months,365.01,1,3,Mortgage,77000,Source Verified,home_improvement,8.79,0,1,9,0,710,3,31,0,777,Fully Paid
6000,36 months,182.62,1,1,Rent,84996,Source Verified,debt_consolidation,10.65,0,0,8,0,9111,26.1,22,0,782,Fully Paid
35000,36 months,1187.57,3,10,Mortgage,120000,Verified,credit_card,16.34,0,0,8,0,44287,77.3,29,0,712,Charged Off
19075,60 months,480.04,4,8,Rent,41500,Verified,debt_consolidation,23.91,0,0,11,0,12838,70.7,17,0,692,Charged Off
16800,36 months,518.05,1,4,Mortgage,120000,Not Verified,debt_consolidation,4.28,0,1,11,0,20742,52.3,22,0,727,Fully Paid
10000,60 months,228.1,3,8,Mortgage,119000,Verified,wedding,7.35,0,4,14,1,1467,7,27,1,712,Charged Off
1000,36 months,31.01,1,1,Rent,17000,Not Verified,other,5.44,0,1,4,0,2082,11.1,4,0,767,Fully Paid
12000,60 months,297.53,4,7,Mortgage,107000,Not Verified,debt_consolidation,8.13,0,1,6,0,7586,90.3,30,0,697,Fully Paid
20000,60 months,351.28,3,8,Mortgage,159996,Source Verified,debt_consolidation,4.77,1,1,17,0,8237,15.5,41,0,727,Fully Paid
10000,36 months,323.85,2,9,Rent,26400,Not Verified,other,15.45,0,3,5,0,2429,81,16,0,722,Fully Paid
4525,60 months,108.32,4,2,Mortgage,48000,Source Verified,debt_consolidation,13.78,0,0,14,1,13830,63.4,17,0,677,Fully Paid
4900,36 months,113.71,2,1,Mortgage,75000,Not Verified,other,9.92,0,1,12,0,22796,51.9,21,0,687,Charged Off
2000,36 months,67.38,3,10,Mortgage,51024,Source Verified,medical,15.5,0,0,11,0,7512,64.7,21,0,667,Fully Paid
21000,60 months,417.43,3,1,Mortgage,59750,Verified,home_improvement,12.31,0,2,14,0,18513,14.2,41,0,747,Fully Paid
12000,60 months,150.64,1,3,Rent,35000,Not Verified,credit_card,12.45,0,0,6,0,6543,27,12,0,742,Fully Paid
15000,36 months,492.95,2,2,Other,60000,Not Verified,debt_consolidation,14.86,0,0,8,0,16439,57.9,25,0,732,Fully Paid
14000,60 months,358.49,5,8,Rent,90000,Source Verified,debt_consolidation,20.47,1,0,13,0,24090,52.6,27,0,677,Fully Paid
7950,60 months,195.41,4,10,Mortgage,52000,Not Verified,debt_consolidation,20.28,0,3,15,0,10955,41.2,29,0,682,Charged Off
18725,60 months,468.09,4,9,Mortgage,52000,Verified,debt_consolidation,23.35,0,0,9,0,8326,56.6,24,0,697,Charged Off
5500,60 months,117.87,2,8,Mortgage,52368,Source Verified,home_improvement,16.77,0,0,11,0,4987,22.8,36,0,727,Fully Paid
8625,36 months,269.88,1,4,Rent,60626,Not Verified,debt_consolidation,16.25,0,1,15,0,4701,24.2,18,0,732,Fully Paid
18000,60 months,319.44,5,10,Rent,53000,Not Verified,debt_consolidation,16.44,0,2,5,0,4158,53.3,25,0,687,Fully Paid
13000,36 months,419.42,2,2,Mortgage,120000,Not Verified,credit_card,8.31,0,3,7,1,12005,81.1,17,1,702,Fully Paid
18400,36 months,584.26,1,10,Rent,120000,Verified,other,2.1,0,0,5,0,155,0.8,8,0,792,Fully Paid
12500,36 months,424.61,3,1,Rent,41000,Not Verified,debt_consolidation,23.94,0,2,10,0,8180,83.5,14,0,687,Fully Paid
8000,36 months,274.48,3,0,Rent,50000,Source Verified,credit_card,18.6,1,0,12,0,6372,56.9,19,0,667,Fully Paid
2500,36 months,77.35,1,10,Rent,69000,Not Verified,debt_consolidation,0.2,0,0,5,0,2153,23.2,31,0,762,Fully Paid
18000,36 months,613.46,3,9,Mortgage,53000,Not Verified,debt_consolidation,21.01,0,1,10,0,19298,72.3,25,0,697,Fully Paid
2500,36 months,77.76,1,3,Own,26000,Not Verified,moving,1.71,0,2,5,0,20,0.1,41,0,757,Fully Paid
12000,36 months,372.12,1,7,Mortgage,48000,Not Verified,debt_consolidation,14.85,0,1,10,0,3600,32.4,29,0,752,Fully Paid
10000,36 months,355.99,4,1,Rent,48720,Not Verified,debt_consolidation,18.97,0,2,8,0,7301,53.3,12,0,672,Fully Paid
5000,36 months,154.18,1,3,Mortgage,89000,Source Verified,home_improvement,12.78,0,0,7,0,8104,67.9,26,0,722,Fully Paid
35000,60 months,844.64,4,10,Mortgage,75000,Verified,debt_consolidation,17.55,1,2,11,0,3612,21.2,30,0,737,Fully Paid
15000,60 months,386.15,5,4,Rent,66000,Source Verified,small_business,3.31,0,0,3,0,1,0.2,8,0,707,Fully Paid
15000,60 months,356.15,4,10,Mortgage,53000,Not Verified,home_improvement,13.27,0,0,7,0,5750,34.6,15,0,702,Charged Off
3000,36 months,99.63,2,3,Own,18287,Not Verified,wedding,11.81,0,3,8,0,6943,57.9,9,0,707,Fully Paid
5000,36 months,165.74,2,2,Mortgage,85000,Verified,home_improvement,9.3,0,0,14,1,15833,82.9,26,1,692,Charged Off
6000,36 months,186.61,1,10,Mortgage,150000,Source Verified,home_improvement,2.3,0,0,4,0,4409,31.3,11,0,767,Fully Paid
3000,36 months,102.52,3,6,Mortgage,51000,Source Verified,debt_consolidation,4.02,1,1,9,0,4895,42.9,17,0,672,Fully Paid
10775,36 months,375.47,4,1,Rent,20796,Source Verified,major_purchase,5.02,0,2,5,0,1889,43.9,6,0,687,Fully Paid
10000,36 months,303.27,1,0,Mortgage,125000,Not Verified,credit_card,21.23,0,0,10,0,8730,28.4,29,0,762,Fully Paid
14500,36 months,499.89,4,9,Mortgage,26000,Not Verified,house,2.63,0,0,2,0,1318,94.1,8,0,712,Fully Paid
7000,36 months,246.07,4,10,Own,50400,Verified,other,8.05,0,1,5,0,7800,74.3,17,0,667,Fully Paid
9000,36 months,277.53,1,7,Rent,36000,Verified,home_improvement,2.37,1,4,11,0,1376,3.8,24,0,752,Charged Off
5000,36 months,155.56,1,2,Mortgage,95000,Not Verified,moving,20.84,0,0,11,0,6090,54.3,44,0,737,Fully Paid
24000,60 months,658.36,6,10,Rent,65642,Verified,credit_card,19.03,0,0,16,0,21669,73.2,33,0,667,Charged Off
8000,60 months,199.43,5,0,Rent,65000,Source Verified,credit_card,16.71,1,0,6,0,13288,83.7,20,0,667,Fully Paid
7500,36 months,261.35,4,0,Rent,35004,Source Verified,debt_consolidation,24.61,0,1,6,0,1685,38.3,6,0,677,Fully Paid
24000,60 months,592.47,5,2,Mortgage,65000,Verified,debt_consolidation,15.56,0,2,8,0,7545,49.6,31,0,702,Fully Paid
10000,36 months,311.02,1,0,Rent,78204,Not Verified,other,13.29,0,0,10,0,17232,44.6,15,0,727,Fully Paid
7000,36 months,214.93,1,10,Mortgage,45600,Source Verified,car,12.92,0,2,12,0,13708,18.4,22,0,767,Fully Paid
10000,36 months,301.6,1,10,Mortgage,70000,Verified,major_purchase,8.88,0,0,7,0,3385,7.4,14,0,797,Fully Paid
26400,60 months,698.12,5,6,Mortgage,103000,Verified,debt_consolidation,13.41,0,0,8,0,39789,52.2,33,0,677,Fully Paid
3500,36 months,111.82,1,0,Rent,19200,Not Verified,small_business,7.25,0,0,8,0,4160,40.8,9,0,767,Fully Paid
10800,60 months,260.18,4,3,Mortgage,78540,Verified,debt_consolidation,14.09,0,1,9,0,31288,86,14,0,677,Fully Paid
4200,36 months,138.23,2,5,Mortgage,33000,Not Verified,debt_consolidation,7.49,0,1,12,0,4898,17.4,17,0,687,Charged Off
16000,60 months,359.32,2,10,Rent,118000,Verified,debt_consolidation,3.39,0,1,9,0,4096,31.5,27,0,757,Fully Paid
10000,60 months,253.88,5,7,Mortgage,60000,Not Verified,home_improvement,22.98,0,1,13,0,6751,45,17,0,677,Charged Off
23000,36 months,747.67,2,3,Rent,75000,Verified,debt_consolidation,24.93,0,1,19,0,3553,5.6,24,0,772,Fully Paid
35000,60 months,851.51,4,0,Mortgage,110000,Not Verified,debt_consolidation,20.32,0,1,11,0,42728,70.4,36,0,727,Fully Paid
4000,36 months,123.77,1,8,Rent,27000,Verified,other,12.22,0,0,5,0,9953,43.8,9,0,752,Fully Paid
1500,60 months,34.13,3,0,Mortgage,33000,Verified,other,2.95,0,0,10,0,2083,26.7,42,0,692,Fully Paid
1500,36 months,46.94,1,6,Mortgage,102540,Not Verified,other,22.45,0,3,15,0,26955,62,34,0,727,Fully Paid
10000,36 months,335.45,2,10,Rent,98000,Not Verified,other,17.51,0,0,12,0,24978,91.5,35,0,692,Fully Paid
9000,36 months,285.95,1,1,Own,40000,Not Verified,other,12.42,0,1,16,0,739,2.1,34,0,767,Fully Paid
9000,60 months,192.87,2,3,Mortgage,48000,Not Verified,car,12.25,0,2,8,0,16583,44.3,26,0,767,Fully Paid
7800,36 months,244.07,1,2,Rent,54000,Source Verified,credit_card,6.47,0,1,7,1,6512,28.1,19,1,727,Fully Paid
24000,60 months,603.72,5,10,Mortgage,96000,Verified,debt_consolidation,17.45,0,2,13,0,26455,72.4,35,0,682,Charged Off
25000,60 months,361.7,3,10,Own,137004,Verified,other,29.38,0,1,18,0,147897,3.8,38,0,777,Fully Paid
12000,60 months,319.6,6,5,Rent,36000,Source Verified,credit_card,18.7,0,0,6,0,9693,95,9,0,672,Fully Paid
11000,36 months,366.47,2,1,Mortgage,72960,Not Verified,debt_consolidation,14.97,0,2,24,0,11961,17.1,47,0,732,Fully Paid
10000,36 months,331.48,2,1,Rent,65488,Not Verified,debt_consolidation,12.79,1,0,11,0,7394,50.3,26,0,702,Fully Paid
