loan_amount,payments_term,monthly_payment,grade,working_years,home,annual_income,verification,purpose,debt_to_income,delinquency,inquiries,open_credit_lines,derogatory_records,revolving_balance,revolving_rate,total_accounts,bankruptcies,fico_average,loan_risk
5000,60 months,112.95,3,0,Rent,53000,Source Verified,moving,12.59,0,0,13,1,7686,61.5,28,1,692,Fully Paid
15000,36 months,508.84,3,10,Own,96000,Verified,other,13.44,0,3,10,0,8272,33.2,17,0,707,Fully Paid
11000,36 months,356.91,2,5,Own,55000,Not Verified,major_purchase,20.9,0,1,9,0,8128,84.1,22,0,732,Fully Paid
20000,60 months,253.63,1,6,Own,63500,Verified,debt_consolidation,19.48,0,1,14,0,27198,34.7,32,0,772,Fully Paid
5000,36 months,163.08,2,10,Rent,30000,Source Verified,debt_consolidation,5.04,0,1,3,0,4443,89.9,5,0,722,Fully Paid
8500,36 months,258.71,1,2,Rent,25000,Not Verified,credit_card,1.73,0,0,6,0,2463,28,18,0,762,Fully Paid
3000,60 months,68.25,3,6,Rent,55000,Source Verified,home_improvement,6.07,0,3,13,0,400,3.1,21,0,747,Charged Off
7000,36 months,222.21,2,9,Rent,46500,Verified,debt_consolidation,21.08,0,4,10,0,7625,46.5,24,0,722,Charged Off
5500,36 months,192.72,6,2,Mortgage,44000,Not Verified,credit_card,29.95,0,9,19,2,26313,58.5,34,2,692,Charged Off
8500,60 months,183.72,2,3,Mortgage,38000,Source Verified,debt_consolidation,7.45,0,1,5,0,8938,51.1,28,0,752,Fully Paid
2500,60 months,59.36,4,3,Rent,34800,Source Verified,car,21.17,1,1,9,0,4611,87,21,0,677,Fully Paid
20000,60 months,457.42,3,7,Mortgage,81754,Verified,debt_consolidation,8.57,0,2,13,0,26701,46.4,22,0,732,Fully Paid
23000,36 months,763.82,2,10,Mortgage,84000,Verified,credit_card,20.81,0,3,10,0,21598,54.7,37,0,727,Fully Paid
7000,36 months,229.14,2,6,Mortgage,64500,Not Verified,debt_consolidation,14.1,1,0,14,0,6292,48.8,32,0,692,Fully Paid
12000,60 months,317.33,5,0,Rent,65000,Source Verified,debt_consolidation,15.69,0,1,10,0,7082,85.3,45,0,662,Fully Paid
15350,36 months,487.42,1,6,Mortgage,45600,Source Verified,debt_consolidation,12.68,0,1,7,0,5224,21.1,23,0,747,Fully Paid
17350,36 months,411.99,7,9,Other,95000,Not Verified,debt_consolidation,20.48,1,7,11,1,10705,44.6,19,1,652,Charged Off
16000,60 months,408.48,4,10,Mortgage,74000,Verified,debt_consolidation,23.25,0,0,8,0,34836,92.9,19,0,697,Fully Paid
15000,36 months,507.01,3,10,Own,130000,Not Verified,credit_card,8.36,3,0,18,1,23494,46.3,37,1,697,Fully Paid
4000,36 months,124.24,1,0,Rent,36000,Not Verified,major_purchase,10.43,0,0,6,0,2063,12.1,13,0,777,Fully Paid
4200,36 months,138.66,2,10,Mortgage,32000,Source Verified,home_improvement,22.09,0,0,8,0,14166,81.4,8,0,702,Fully Paid
5000,36 months,161.34,2,10,Rent,63000,Not Verified,vacation,17.41,0,0,9,0,13366,47.1,18,0,697,Fully Paid
6300,36 months,195.99,1,2,Mortgage,45996,Source Verified,car,7.65,0,0,5,0,0,0,17,0,787,Fully Paid
3000,60 months,67.85,3,2,Rent,60000,Not Verified,other,17.66,0,2,6,0,45438,95.9,22,0,722,Charged Off
1000,36 months,35.31,4,0,Rent,28000,Not Verified,debt_consolidation,20.31,0,1,11,0,6524,81.5,23,0,667,Fully Paid
10000,36 months,312.82,1,6,Rent,52000,Not Verified,debt_consolidation,15.9,0,0,10,0,20608,38,27,0,742,Fully Paid
10000,36 months,320.95,1,0,Mortgage,29760,Verified,credit_card,7.38,1,0,10,0,2770,9.1,34,0,777,Fully Paid
16000,36 months,486.97,1,2,Rent,143000,Source Verified,wedding,13.93,0,1,11,0,8470,19.7,33,0,787,Fully Paid
7575,60 months,163.76,2,2,Rent,63996,Source Verified,car,10.39,0,2,5,0,35754,65.6,14,0,757,Fully Paid
25000,60 months,390.43,3,6,Mortgage,98000,Source Verified,credit_card,15.18,0,2,5,0,6075,32,25,0,757,Fully Paid
1900,36 months,63.88,3,0,Mortgage,34320,Source Verified,home_improvement,23.29,0,2,9,0,24209,54.9,10,0,672,Fully Paid
5000,36 months,178.94,4,6,Rent,60000,Not Verified,debt_consolidation,17.58,0,0,17,1,13656,99.7,27,1,682,Fully Paid
1775,36 months,59.57,3,0,Rent,45000,Not Verified,major_purchase,10.64,3,0,12,0,1030,4.6,15,0,667,Fully Paid
6000,36 months,180.96,1,10,Mortgage,55000,Verified,medical,7.59,0,0,9,0,15668,32.6,24,0,777,Fully Paid
27300,60 months,588.82,2,2,Rent,50000,Verified,debt_consolidation,25.7,0,0,9,0,4608,16.8,20,0,757,Fully Paid
8000,36 months,243.49,1,4,Rent,30000,Not Verified,debt_consolidation,27.48,0,1,15,0,4505,7.8,38,0,777,Fully Paid
24000,36 months,807.74,4,1,Mortgage,95000,Not Verified,other,7.06,1,2,10,1,9201,49.7,18,1,687,Fully Paid
10000,36 months,361.96,6,1,Mortgage,78300,Verified,home_improvement,21.69,0,2,7,0,67776,98.2,16,0,667,Fully Paid
10625,36 months,364.54,3,0,Mortgage,51000,Verified,debt_consolidation,12.54,0,0,14,0,10767,83.9,26,0,667,Charged Off
5050,36 months,155.91,1,9,Mortgage,72000,Not Verified,home_improvement,24.19,0,0,14,0,25818,32.5,43,0,737,Fully Paid
6000,36 months,185.65,1,10,Mortgage,69000,Verified,home_improvement,22.43,0,2,18,0,3719,4.5,24,0,797,Fully Paid
4000,36 months,134.74,3,5,Mortgage,80000,Not Verified,medical,12.2,0,0,6,0,6224,80.8,7,0,672,Fully Paid
30000,36 months,1078.27,4,10,Mortgage,78252,Source Verified,debt_consolidation,11.09,0,1,7,0,26825,95.5,24,0,717,Fully Paid
6400,60 months,160.75,4,4,Rent,36504,Source Verified,major_purchase,9.01,1,0,4,0,1913,34.8,15,0,682,Charged Off
18000,60 months,404.24,2,0,Mortgage,79000,Verified,debt_consolidation,14.89,0,0,8,0,840,42,25,0,742,Charged Off
7000,60 months,170.08,3,8,Rent,47004,Not Verified,debt_consolidation,23.51,0,1,7,0,17726,85.6,11,0,692,Fully Paid
15000,60 months,377.49,4,6,Mortgage,78000,Not Verified,debt_consolidation,13.51,0,3,19,0,12546,27.1,30,0,692,Charged Off
35000,60 months,750.04,2,3,Mortgage,116676,Verified,home_improvement,8.49,0,0,9,0,4168,5.6,23,0,787,Fully Paid
12000,36 months,424.26,5,5,Mortgage,93000,Verified,debt_consolidation,14.63,0,1,13,0,14405,52,27,0,662,Fully Paid
6400,36 months,224.88,3,3,Mortgage,97000,Not Verified,credit_card,17.43,0,2,13,0,30002,90.1,41,0,677,Fully Paid
20000,36 months,681.51,3,3,Mortgage,138996,Verified,wedding,7.12,0,0,8,0,7629,25.3,21,0,712,Fully Paid
9000,36 months,296.19,2,4,Mortgage,70000,Not Verified,debt_consolidation,12.19,0,4,15,0,8554,13.1,22,0,707,Charged Off
10000,36 months,334.16,2,2,Rent,55000,Source Verified,wedding,11.91,0,0,14,0,7118,38.1,21,0,687,Fully Paid
10000,60 months,237.43,4,2,Rent,70000,Verified,debt_consolidation,10.95,0,0,8,0,6975,86.1,11,0,702,Charged Off
4000,36 months,122.82,1,6,Mortgage,120000,Source Verified,home_improvement,3.89,0,1,13,0,11947,24.4,31,0,762,Fully Paid
8000,36 months,271.91,3,8,Mortgage,58000,Source Verified,credit_card,22.49,1,3,17,0,6637,24,25,0,682,Fully Paid
25000,36 months,873.63,4,2,Mortgage,102400,Verified,debt_consolidation,18.73,0,2,8,0,29105,84.1,38,0,682,Fully Paid
6500,36 months,225.2,4,0,Own,120000,Not Verified,other,9.66,0,4,13,0,21506,84,35,0,667,Charged Off
15000,36 months,476.58,1,1,Rent,147000,Not Verified,other,3.47,0,0,6,0,4910,14,17,0,777,Fully Paid
8400,36 months,274.97,2,3,Rent,56000,Source Verified,debt_consolidation,6.92,0,2,14,0,6313,30.6,30,0,707,Fully Paid
12000,36 months,400.99,2,5,Rent,62400,Not Verified,credit_card,16.85,0,1,18,0,12900,63.5,28,0,702,Fully Paid
10000,36 months,353.16,4,4,Rent,53292,Not Verified,other,24.45,2,0,23,0,4542,64.5,37,0,672,Charged Off
4800,36 months,156.22,2,6,Rent,32000,Not Verified,debt_consolidation,20.21,0,1,5,0,3831,27.4,11,0,712,Fully Paid
1800,36 months,55.39,1,6,Mortgage,28500,Verified,credit_card,1.01,0,1,5,0,888,17.8,22,0,777,Fully Paid
8000,60 months,209.38,5,6,Rent,102000,Verified,small_business,11.38,0,1,11,0,4736,39.1,18,0,707,Fully Paid
7000,36 months,229.14,2,5,Rent,75000,Source Verified,debt_consolidation,7.22,0,0,6,0,822,23.8,10,0,727,Fully Paid
3000,36 months,98.21,2,10,Own,65000,Not Verified,debt_consolidation,19.57,0,0,16,0,237551,36.9,34,0,687,Charged Off
5000,36 months,170.87,3,5,Mortgage,48000,Source Verified,wedding,1.15,2,1,4,0,861,60.8,13,0,682,Fully Paid
6925,36 months,223.42,2,7,Mortgage,27040,Source Verified,credit_card,8.48,0,0,8,0,6940,56,18,0,697,Fully Paid
10000,36 months,324.46,2,2,Own,60000,Not Verified,small_business,16.48,0,0,13,0,17846,55.2,23,0,727,Fully Paid
23000,60 months,587.19,6,2,Rent,92004,Source Verified,debt_consolidation,5.93,0,1,6,0,18663,82.6,12,0,692,Fully Paid
14000,36 months,444.81,1,10,Mortgage,77000,Not Verified,home_improvement,15.8,0,0,11,0,1842,5,29,0,752,Fully Paid
5000,36 months,168.45,3,0,Rent,24996,Source Verified,debt_consolidation,5.28,0,3,3,0,2331,38.2,3,0,707,Charged Off
2525,36 months,81.92,2,2,Rent,12960,Source Verified,debt_consolidation,5.93,0,0,4,0,900,45,7,0,712,Fully Paid
2400,36 months,84.76,4,3,Mortgage,126000,Not Verified,home_improvement,18.72,0,2,15,0,14520,98.1,38,0,672,Fully Paid
17000,36 months,580.86,3,3,Mortgage,110000,Not Verified,debt_consolidation,17.65,3,4,14,0,16230,52,27,0,702,Charged Off
35000,60 months,790.82,2,7,Mortgage,146885,Verified,debt_consolidation,7.95,0,2,6,0,33171,55.5,29,0,772,Fully Paid
12000,60 months,276.06,3,2,Own,48000,Source Verified,credit_card,13.45,0,2,15,0,10338,27.7,20,0,727,Charged Off
10000,60 months,219.88,2,2,Rent,31000,Source Verified,debt_consolidation,23.92,0,2,14,0,2884,24.3,19,0,732,Fully Paid
35000,36 months,1196.05,3,10,Mortgage,205000,Source Verified,debt_consolidation,13.16,0,3,9,0,51856,62.6,33,0,737,Fully Paid
20000,36 months,692.92,4,9,Mortgage,132000,Verified,small_business,10.85,0,5,10,1,20813,69.4,18,1,692,Charged Off
35000,60 months,790.64,3,3,Mortgage,101000,Verified,home_improvement,10.16,0,2,9,0,13190,19.5,35,0,782,Fully Paid
10000,36 months,335.67,3,0,Rent,27000,Not Verified,wedding,14.13,0,0,7,0,10136,53.3,15,0,697,Fully Paid
4000,36 months,138.31,3,6,Rent,61260,Not Verified,debt_consolidation,16.81,0,1,18,0,9311,67,38,0,672,Fully Paid
3000,36 months,99.23,2,9,Rent,60000,Not Verified,debt_consolidation,3.18,0,1,7,0,4708,33.4,22,0,692,Fully Paid
1000,36 months,32.98,2,10,Rent,56000,Not Verified,debt_consolidation,21.36,1,0,16,0,26558,72.6,36,0,672,Fully Paid
20000,60 months,444.79,2,10,Mortgage,175000,Source Verified,home_improvement,15.06,0,0,11,0,19511,63.8,31,0,727,Fully Paid
15600,60 months,346.94,2,5,Own,70000,Verified,major_purchase,27.26,0,0,14,0,29827,45.1,25,0,727,Fully Paid
10000,36 months,311.11,1,2,Mortgage,100000,Not Verified,major_purchase,14.3,0,1,17,0,25463,28.5,51,0,762,Fully Paid
8000,60 months,193.06,4,10,Mortgage,33996,Source Verified,other,7.48,0,3,6,0,6483,87.6,10,0,682,Charged Off
5000,36 months,155.96,1,1,Mortgage,113000,Verified,credit_card,1.07,0,0,8,0,4333,17.1,13,0,787,Fully Paid
9600,60 months,228.19,4,1,Rent,48000,Not Verified,debt_consolidation,1.98,1,0,9,0,22153,80,27,0,687,Fully Paid
25000,36 months,870.39,4,10,Mortgage,80000,Not Verified,small_business,0.81,0,1,5,0,3656,11.8,20,0,797,Fully Paid
22800,36 months,815.95,4,5,Mortgage,50000,Verified,house,1.7,1,3,7,0,2888,24.7,22,0,697,Fully Paid
4000,36 months,138.59,4,10,Rent,45000,Not Verified,other,1.79,0,0,4,0,1298,81.1,4,0,682,Fully Paid
9000,36 months,284.07,1,3,Rent,60000,Verified,debt_consolidation,15.02,0,0,13,0,13765,22.9,20,0,722,Fully Paid
11000,36 months,354.94,2,2,Mortgage,140000,Source Verified,credit_card,11.49,0,0,16,0,11013,54.8,33,0,707,Fully Paid
6000,36 months,194.31,2,2,Mortgage,24000,Not Verified,home_improvement,9.7,0,3,10,0,1838,14.2,15,0,707,Fully Paid
4000,60 months,99.03,5,4,Mortgage,60700,Not Verified,other,20.86,0,4,15,0,5507,33.8,32,0,682,Charged Off
4000,36 months,131.89,2,0,Rent,63000,Verified,other,3.67,0,0,7,0,989,7.4,9,0,717,Fully Paid
2000,36 months,60.32,1,10,Mortgage,35000,Not Verified,major_purchase,8.09,0,0,8,0,6383,48,32,0,777,Fully Paid
6000,36 months,190.63,1,10,Rent,105000,Not Verified,other,10.42,0,0,7,0,10465,44,32,0,727,Charged Off
4000,36 months,125.94,1,3,Rent,32004,Verified,car,15.07,0,0,8,0,1152,16.5,13,0,762,Fully Paid
22000,36 months,688.19,1,3,Rent,99996,Verified,major_purchase,5,0,1,18,0,7855,7.2,50,0,777,Fully Paid
20000,60 months,512.13,5,5,Mortgage,60000,Verified,debt_consolidation,23.56,0,0,12,0,20619,92,30,0,697,Fully Paid
18225,60 months,320.35,3,10,Mortgage,48383,Verified,debt_consolidation,20.11,0,0,13,0,4654,22.1,45,0,712,Fully Paid
5000,36 months,152.5,1,3,Mortgage,136000,Source Verified,car,2,0,1,10,0,20290,73.2,18,0,742,Fully Paid
15000,36 months,503.11,3,1,Rent,118300,Source Verified,debt_consolidation,9.66,0,0,9,0,5685,64.6,10,0,697,Fully Paid
10200,36 months,352.74,4,8,Rent,35496,Verified,other,5.88,1,1,2,0,8716,87.2,23,0,677,Fully Paid
1000,36 months,34.27,3,9,Rent,50000,Source Verified,moving,22.7,0,2,13,0,5180,60.9,18,0,662,Charged Off
10000,36 months,310.1,1,5,Mortgage,54000,Verified,debt_consolidation,10.98,0,1,17,0,6612,34.4,33,0,737,Fully Paid
7200,36 months,238.57,2,1,Mortgage,69996,Verified,debt_consolidation,23.33,0,3,15,0,31485,64.4,37,0,707,Fully Paid
18000,36 months,582.93,2,10,Mortgage,82800,Verified,debt_consolidation,13.91,0,1,8,0,21098,63.5,20,0,742,Fully Paid
14500,60 months,352.54,4,7,Mortgage,93000,Source Verified,debt_consolidation,23.17,1,2,13,0,45393,58.7,45,0,707,Fully Paid
3600,36 months,111.39,1,6,Mortgage,62000,Not Verified,major_purchase,16.51,0,1,11,0,22646,65.3,24,0,732,Fully Paid
14400,60 months,375.85,6,9,Own,44000,Not Verified,debt_consolidation,18.05,0,0,4,0,13471,90.4,16,0,667,Charged Off
25000,60 months,671.01,6,5,Mortgage,136000,Source Verified,credit_card,9.43,0,1,9,0,26436,82.4,12,0,677,Fully Paid
12000,60 months,311.49,5,3,Mortgage,64000,Source Verified,small_business,15.45,0,2,9,0,9576,90.3,20,0,672,Charged Off
9900,36 months,342.42,4,3,Rent,61200,Not Verified,credit_card,10.49,0,0,2,0,14314,98.7,5,0,732,Fully Paid
6000,36 months,180.96,1,2,Mortgage,35000,Verified,other,11.79,1,0,9,0,1490,5.6,26,0,772,Fully Paid
6800,36 months,212.29,1,8,Mortgage,73000,Not Verified,debt_consolidation,4.9,0,0,9,0,12296,19.6,30,0,762,Fully Paid
9525,36 months,122.3,3,1,Mortgage,60417,Not Verified,credit_card,19.58,0,0,8,1,15948,88.8,31,1,697,Charged Off
5000,36 months,152.18,1,0,Mortgage,110000,Not Verified,home_improvement,0.24,0,0,6,0,1477,0,22,0,817,Fully Paid
20000,36 months,658.23,2,5,Own,60000,Verified,debt_consolidation,15.28,0,2,10,0,12880,61.7,25,0,717,Fully Paid
18400,60 months,520.08,7,10,Mortgage,75000,Verified,house,7.86,1,3,5,0,5143,42.9,19,0,662,Charged Off
12000,60 months,301.99,4,7,Mortgage,25000,Verified,debt_consolidation,11.9,0,1,4,0,9845,97.5,12,0,722,Charged Off
12000,36 months,404.94,3,10,Rent,111016,Not Verified,credit_card,6.07,0,7,6,0,7230,85.1,24,0,747,Fully Paid
14000,60 months,351.64,4,9,Own,35000,Not Verified,debt_consolidation,5.93,0,1,3,0,777,7.2,5,0,712,Charged Off
22000,36 months,717.65,2,10,Rent,56524,Verified,debt_consolidation,24.1,0,1,12,0,22418,43.4,29,0,732,Fully Paid
9450,60 months,252.9,7,3,Rent,95000,Verified,debt_consolidation,8.36,0,0,6,0,8277,99.7,6,0,662,Fully Paid
15000,36 months,495.21,2,0,Rent,100000,Source Verified,credit_card,23.7,0,2,9,0,30929,65.9,31,0,727,Fully Paid
7200,36 months,248.86,3,8,Mortgage,95000,Verified,home_improvement,14.69,0,3,9,0,5897,75.6,23,0,672,Fully Paid
7500,36 months,261.35,4,5,Rent,45000,Not Verified,debt_consolidation,15.84,0,0,5,0,5015,85,14,0,662,Fully Paid
15000,36 months,575.58,6,10,Rent,67000,Verified,debt_consolidation,17.57,2,1,3,0,9984,99.8,26,0,667,Charged Off
20000,36 months,664,3,1,Mortgage,90012,Verified,other,18.96,0,7,17,0,17212,39.7,31,0,707,Charged Off
4200,36 months,130.25,1,4,Rent,61600,Not Verified,debt_consolidation,6.58,0,1,4,0,5475,48.5,14,0,767,Fully Paid
4000,36 months,139.12,3,10,Mortgage,250000,Verified,other,14.03,0,2,16,0,34926,89.6,23,0,667,Fully Paid
14000,60 months,352.32,4,4,Rent,71000,Not Verified,debt_consolidation,11.65,0,0,10,0,8813,23.3,14,0,692,Fully Paid
3200,36 months,101.01,1,1,Rent,50000,Not Verified,home_improvement,19.99,0,1,16,0,4804,32.9,25,0,717,Fully Paid
15000,60 months,345.08,3,10,Rent,90000,Source Verified,debt_consolidation,13.68,0,2,12,0,3063,12.8,34,0,732,Fully Paid
14000,60 months,311.36,2,10,Mortgage,52000,Source Verified,home_improvement,13.29,0,4,6,0,0,0,17,0,787,Charged Off
20000,36 months,692.9,4,5,Rent,75000,Verified,debt_consolidation,0.98,1,4,6,0,9306,48,9,0,682,Charged Off
2000,36 months,67.49,3,3,Rent,23040,Not Verified,other,15,0,1,4,0,468,93.6,9,0,702,Fully Paid
10000,60 months,253.88,5,2,Rent,50004,Not Verified,major_purchase,24.57,0,1,11,0,6168,60,18,0,677,Fully Paid
22250,60 months,511.86,3,10,Rent,80000,Verified,debt_consolidation,19.2,0,0,8,0,45813,87.1,15,0,727,Fully Paid
4200,60 months,107.55,5,0,Rent,24996,Not Verified,major_purchase,17.81,0,0,4,0,437,61.7,15,0,667,Charged Off
6000,36 months,207.18,3,5,Mortgage,25000,Source Verified,small_business,6.1,0,2,9,0,3527,30.9,16,0,667,Fully Paid
5400,36 months,174.25,2,3,Rent,30000,Not Verified,credit_card,4.68,0,0,2,0,0,0,7,0,732,Fully Paid
5000,36 months,159.59,2,1,Rent,28800,Verified,medical,1.88,0,0,2,0,1170,55.7,6,0,737,Fully Paid
10000,60 months,261.67,6,1,Mortgage,52000,Verified,debt_consolidation,12.53,0,0,3,0,11677,51.7,11,0,677,Charged Off
12250,36 months,426.49,4,2,Mortgage,35360,Not Verified,credit_card,19.65,0,0,8,0,11705,81.3,16,0,667,Fully Paid
14125,36 months,473.76,3,8,Rent,31897,Verified,debt_consolidation,17.38,0,0,4,0,14357,78.5,9,0,682,Fully Paid
21225,60 months,482.83,3,10,Mortgage,64043.28,Verified,credit_card,24.83,0,1,18,0,23870,37.8,35,0,752,Fully Paid
4500,36 months,158.12,3,5,Mortgage,65000,Not Verified,other,14.66,0,1,20,0,18611,76.6,34,0,662,Fully Paid
9000,60 months,189.59,2,4,Mortgage,60000,Source Verified,debt_consolidation,19.36,0,0,17,0,2951,9.9,50,0,767,Fully Paid
23000,60 months,496.08,2,6,Mortgage,107500,Verified,other,6.4,0,0,12,0,2369,3.6,38,0,772,Charged Off
12000,36 months,410.75,4,3,Rent,62204,Verified,debt_consolidation,22.03,0,0,18,0,4532,32.4,22,0,682,Fully Paid
20000,36 months,686.96,3,3,Rent,65000,Verified,wedding,9.77,1,0,3,0,16810,85.7,15,0,712,Charged Off
3000,36 months,91.26,1,3,Rent,33000,Not Verified,debt_consolidation,19.24,0,1,13,0,3044,25,35,0,757,Fully Paid
10000,36 months,316.11,1,4,Own,87000,Verified,credit_card,2.62,0,1,6,0,10045,33.4,16,0,752,Fully Paid
3000,36 months,103.69,3,0,Rent,48000,Source Verified,other,11.1,0,1,4,0,3135,61.5,10,0,677,Fully Paid
30000,60 months,816.34,6,2,Mortgage,75000,Verified,debt_consolidation,11.44,0,1,13,0,31639,66.9,39,0,677,Fully Paid
24000,36 months,778.71,2,10,Mortgage,160000,Verified,debt_consolidation,10.93,0,1,12,0,27478,49.4,33,0,752,Charged Off
34000,36 months,1222.03,4,4,Rent,65000,Verified,debt_consolidation,16.87,0,2,7,0,16758,64.7,27,0,692,Fully Paid
15000,60 months,345.08,3,10,Mortgage,107000,Not Verified,other,20.4,0,0,10,0,10672,52.1,35,0,707,Fully Paid
6000,36 months,180.96,1,2,Mortgage,70000,Source Verified,moving,6.81,0,0,7,0,666,1.3,30,0,797,Fully Paid
5000,36 months,155.05,1,10,Rent,60000,Not Verified,credit_card,12.94,0,0,8,0,22805,51.7,21,0,717,Fully Paid
8500,36 months,262.15,1,5,Rent,75000,Verified,debt_consolidation,18.75,0,0,9,0,5597,21.4,32,0,747,Charged Off
15000,36 months,510.63,3,7,Rent,65000,Source Verified,credit_card,16.6,0,1,6,0,25270,80.6,13,0,687,Fully Paid
6000,60 months,144.96,4,1,Mortgage,36300,Verified,other,5.65,0,4,2,0,27,9,6,0,697,Charged Off
9000,36 months,278.48,1,4,Rent,46000,Not Verified,debt_consolidation,22.7,0,1,15,0,18070,29.1,32,0,752,Fully Paid
10000,36 months,339.31,3,5,Rent,38000,Source Verified,debt_consolidation,12.95,0,1,7,0,13221,63.8,16,0,707,Fully Paid
6500,36 months,220.36,3,9,Own,35000,Source Verified,debt_consolidation,10.59,0,2,15,0,7768,58,24,0,677,Fully Paid
15000,36 months,524.26,4,3,Mortgage,140000,Not Verified,debt_consolidation,16.7,3,0,14,0,108951,81.2,44,0,672,Fully Paid
9800,60 months,248.81,5,3,Rent,145008,Verified,debt_consolidation,10.42,0,3,13,0,10768,40.8,30,0,672,Fully Paid
6500,36 months,222.1,3,4,Mortgage,55000,Source Verified,credit_card,11.91,0,2,8,0,0,0,15,0,677,Fully Paid
15000,36 months,460.01,1,10,Mortgage,59500,Verified,debt_consolidation,15.89,0,0,5,0,56,0.2,18,0,802,Fully Paid
19500,36 months,646.12,2,2,Mortgage,68900,Not Verified,credit_card,16.44,0,2,14,0,27414,62.4,42,0,737,Fully Paid
12000,36 months,390.88,2,10,Rent,63000,Verified,debt_consolidation,23.33,0,0,11,0,10574,55.7,24,0,722,Fully Paid
6250,36 months,209.17,2,0,Rent,24000,Not Verified,car,21.75,0,2,11,0,1219,7.2,22,0,697,Fully Paid
7000,60 months,162.81,3,5,Own,25000,Not Verified,debt_consolidation,12.91,0,0,3,0,4968,85.7,4,0,732,Fully Paid
12000,36 months,380.93,2,7,Rent,60000,Source Verified,credit_card,15.42,0,0,6,0,23378,88.6,19,0,722,Fully Paid
20000,36 months,373.38,1,2,Mortgage,82000,Verified,debt_consolidation,15.22,0,0,10,0,16348,69.3,23,0,762,Fully Paid
15000,36 months,518.06,4,1,Mortgage,87000,Verified,debt_consolidation,23.49,0,1,15,0,28766,0.1,25,0,682,Fully Paid
12600,60 months,308.56,4,7,Rent,66996,Source Verified,debt_consolidation,7.81,4,1,13,0,4624,26.7,25,0,682,Fully Paid
15000,36 months,466.67,1,0,Mortgage,30000,Verified,small_business,3.4,0,2,7,0,2310,8.8,8,0,772,Fully Paid
6400,36 months,219.42,3,0,Own,40000,Not Verified,debt_consolidation,0.57,0,1,3,0,899,13.2,13,0,687,Charged Off
15000,36 months,527.36,5,5,Mortgage,62000,Not Verified,debt_consolidation,7.39,0,3,18,0,11307,50,49,0,672,Fully Paid
6000,36 months,194.65,2,10,Rent,114000,Verified,credit_card,7.02,0,2,10,0,5591,78.3,13,0,697,Fully Paid
7000,60 months,167.27,4,5,Rent,125000,Verified,home_improvement,14.85,0,2,8,0,23492,78.2,15,0,672,Fully Paid
25000,36 months,870.71,4,0,Mortgage,300000,Not Verified,debt_consolidation,16.16,0,0,11,0,89620,76.6,23,0,692,Fully Paid
8000,36 months,290.96,6,7,Mortgage,100000,Verified,other,24.55,0,8,16,0,34474,89.8,38,0,672,Charged Off
12000,36 months,417.94,4,2,Rent,50000,Not Verified,debt_consolidation,6.36,0,1,4,0,7691,65.2,10,0,672,Fully Paid
6000,60 months,147.48,4,4,Rent,95004,Verified,debt_consolidation,1.48,0,1,4,0,8038,69.9,6,0,702,Charged Off
3000,36 months,95.5,1,1,Rent,64170,Not Verified,credit_card,3.03,0,0,6,0,4483,72.3,12,0,727,Charged Off
